PubMed ID 	 PubMed Central ID 	 Title 	 Authors 	 Year of Publication 	 Month of Publication 	 Digital Object Identifier 	 conjugation[PIA]
12833674	?	[Extended-spectrum beta-lactamases in Klebsiella pneumoniae isolated at the Cordoba Children's Hospital, Argentina].	Saka HA,Egea M,Culasso C,Rollan R,Avaro A,Carvajal L	2003	Jan-Mar	http://doi.org//?	1
12826062	?	Intergeneric transfer of the Enterococcus faecalis plasmid pIP501 to Escherichia coli and Streptomyces lividans and sequence analysis of its tra region.	Kurenbach B,Bohn C,Prabhu J,Abudukerim M,Szewzyk U,Grohmann E	2003	Jul	http://doi.org//?	0
12823814	?	Interaction between the IncHI1 plasmid R27 coupling protein and type IV secretion system: TraG associates with the coiled-coil mating pair formation protein TrhB.	Gilmour MW,Gunton JE,Lawley TD,Taylor DE	2003	Jul	http://doi.org//?	0
12821475	PMC161834	Plasmid-mediated quinolone resistance in clinical isolates of Escherichia coli from Shanghai, China.	Wang M,Tran JH,Jacoby GA,Zhang Y,Wang F,Hooper DC	2003	Jul	http://doi.org//?	0
12818186	?	Naturally occurring Phe151Leu substitution near a conserved folding module lowers stability of glutathione transferase P1-1.	Lin HJ,Johansson AS,Stenberg G,Materi AM,Park JM,Dai A,Zhou H,Gim JS,Kau IH,Hardy SI,Parker MW,Mannervik B	2003	Jun	http://doi.org//?	1
12813081	PMC161590	NikAB- or NikB-dependent intracellular recombination between tandemly repeated oriT sequences of plasmid R64 in plasmid or single-stranded phage vectors.	Furuya N,Komano T	2003	Jul	http://doi.org//?	1
12813071	PMC161596	Common and distinguishing regulatory and expression characteristics of the highly related KorB proteins of streptomycete plasmids pIJ101 and pSB24.2.	Ducote MJ,Pettis GS	2003	Jul	http://doi.org//?	1
12788709	PMC161521	Vector systems allowing efficient autonomous or integrative gene cloning in Micromonospora sp. strain 40027.	Li X,Zhou X,Deng Z	2003	Jun	http://doi.org//?	1
12775691	PMC156234	Relaxed specificity of the R1162 nickase: a model for evolution of a system for conjugative mobilization of plasmids.	Becker EC,Meyer RJ	2003	Jun	http://doi.org//?	0
12775675	?	Multiple antibiotic-resistance mechanisms including a novel combination of extended-spectrum beta-lactamases in a Klebsiella pneumoniae clinical strain isolated in Argentina.	Melano R,Corso A,Petroni A,Centron D,Orman B,Pereyra A,Moreno N,Galas M	2003	05	http://doi.org//10.1093/jac/dkg281	0
12770718	?	A method for allelic replacement in Francisella tularensis.	Golovliov I,Sjostedt A,Mokrievich A,Pavlov V	2003	May	http://doi.org//?	1
12756728	?	A conjugal type IV transfer system in Yersinia enterocolitica strains.	Goelz G,Knabner D,Appel B,Strauch E	2003	 	http://doi.org//10.1007/0-306-48416-1_10	0
12753187	?	Development and maturation of Escherichia coli K-12 biofilms.	Reisner A,Haagensen JA,Schembri MA,Zechner EL,Molin S	2003	May	http://doi.org//?	1
12748195	?	Characterizing the structural features of RNA/RNA interactions of the F-plasmid FinOP fertility inhibition system.	Gubbins MJ,Arthur DC,Ghetu AF,Glover JN,Frost LS	2003	05	http://doi.org//10.1074/jbc.M303186200	0
12732957	?	Generation of novel plasmids in Escherichia coli S17-1(pSUP106).	Mahapatra NR,Ghosh S,Sarkar PK,Banerjee PC	2003	May	http://doi.org//10.1007/s00284-002-3835-1	0
12730713	?	Conjugative plasmid mediated inducible nickel resistance in Hafnia alvei 5-5.	Park JE,Young KE,Schlegel HG,Rhie HG,Lee HS	2003	03	http://doi.org//10.1007/s10123-003-0101-8	1
12709319	PMC153344	Chromosomal integration of a cephalosporinase gene from Acinetobacter baumannii into Oligella urethralis as a source of acquired resistance to beta-lactams.	Mammeri H,Poirel L,Mangeney N,Nordmann P	2003	May	http://doi.org//?	0
12709317	PMC153319	IMP-12, a new plasmid-encoded metallo-beta-lactamase from a Pseudomonas putida clinical isolate.	Docquier JD,Riccio ML,Mugnaioli C,Luzzaro F,Endimiani A,Toniolo A,Amicosante G,Rossolini GM	2003	May	http://doi.org//?	1
12702672	PMC1462518	Conjugational hyperrecombination achieved by derepressing the LexA regulon, altering the properties of RecA protein and inactivating mismatch repair in Escherichia coli K-12.	Lanzov VA,Bakhlanova IV,Clark AJ	2003	Apr	http://doi.org//?	0
12672824	?	Human microsomal prostaglandin E synthase-1: purification, functional characterization, and projection structure determination.	Thoren S,Weinander R,Saha S,Jegerschold C,Pettersson PL,Samuelsson B,Hebert H,Hamberg M,Morgenstern R,Jakobsson PJ	2003	04	http://doi.org//10.1074/jbc.M303227200	1
12654668	PMC152513	Chromosomal aadD2 encodes an aminoglycoside nucleotidyltransferase in Bacillus clausii.	Bozdogan B,Galopin S,Gerbaud G,Courvalin P,Leclercq R	2003	Apr	http://doi.org//?	1
12654659	PMC152485	Integron-containing IncU R plasmids pRAS1 and pAr-32 from the fish pathogen Aeromonas salmonicida.	Sorum H,L'Abee-Lund TM,Solberg A,Wold A	2003	Apr	http://doi.org//?	1
12645197	?	Ceftriaxone-resistant Salmonella enterica serovar Hadar: evidence for interspecies transfer of blaCMY-2 in a Taiwanese university hospital.	Yan JJ,Chiu CH,Ko WC,Chuang CL,Wu JJ	2002	Sep	http://doi.org//?	0
12643739	?	Conjugation of an antisense oligodeoxynucleotide to ribonuclease h results in sequence-specific cleavage and intracellular inhibition of HCV gene expression.	Fukuma T,Walton CM,Wu CH,Wu GY	2003	Mar-Apr	http://doi.org//10.1021/bc0256300	0
12636249	?	Transposon-induced norfloxacin-sensitive mutants of Bacteroides thetaiotaomicron.	Ueda O,Yoshimura F	2003	 	http://doi.org//?	0
12628007	?	Expression of the Bacillus thuringiensis Cyt2Aa1 toxin in Pichia pastoris using a synthetic gene construct.	Gurkan C,Ellar DJ	2003	Aug	http://doi.org//10.1042/BA20030017	1
12618468	PMC150139	Plasmid R16 ArdA protein preferentially targets restriction activity of the type I restriction-modification system EcoKI.	Thomas AT,Brammar WJ,Wilkins BM	2003	Mar	http://doi.org//?	1
12604565	PMC149312	A new sulfonamide resistance gene (sul3) in Escherichia coli is widespread in the pig population of Switzerland.	Perreten V,Boerlin P	2003	Mar	http://doi.org//?	0
12595721	?	Purification, crystallization and preliminary X-ray analysis of Caenorhabditis elegans ubiquitin-conjugation enzyme M7.1.	Gavira J JA,Claxton DP,Wang JH,Toh D,Meehan EJ,DiGiammarino EL	2003	02	http://doi.org//?	1
12591886	PMC148057	Conjugative transfer of p42a from rhizobium etli CFN42, which is required for mobilization of the symbiotic plasmid, is regulated by quorum sensing.	Tun-Garrido C,Bustos P,Gonzalez V,Brom S	2003	Mar	http://doi.org//?	0
12591879	PMC148056	The cyclic AMP-cyclic AMP receptor protein complex regulates activity of the traJ promoter of the Escherichia coli conjugative plasmid pRK100.	Starcic M,Zgur-Bertok D,Jordi BJ,Wosten MM,Gaastra W,van Putten JP	2003	Mar	http://doi.org//?	0
12588096	?	Effect of null mutations in dnaK and dnaJ genes on conjugational DNA transfer, proteolysis and novobiocin susceptibility of Escherichia coli.	Modrzewska M,Karpinski P,Grudniak A,Wolska KI	2002	 	http://doi.org//?	1
12583995	?	Development of a gene expression vector for Thermus thermophilus based on the promoter of the respiratory nitrate reductase.	Moreno R,Zafra O,Cava F,Berenguer J	2003	Jan	http://doi.org//?	1
12581347	?	VirD4-independent transformation by CloDF13 evidences an unknown factor required for the genetic colonization of plants via Agrobacterium.	Escudero J,Den Dulk-Ras A,Regensburg-Tuink TJ,Hooykaas PJ	2003	Feb	http://doi.org//?	1
12576591	?	A novel ColV plasmid encoding type IV pili.	Gophna U,Parket A,Hacker J,Ron EZ	2003	Jan	http://doi.org//10.1099/mic.0.25858-0	0
12562818	PMC142871	2-aminopurine allows interspecies recombination by a reversible inactivation of the Escherichia coli mismatch repair system.	Matic I,Babic A,Radman M	2003	Feb	http://doi.org//?	1
12561676	?	Characterization of rpo-B mutant of a strain of Escherichia coli to confirm its suitability for routine work related to recombinant DNA technology.	Nagee A,Mukhopadhyaya PN,Sanyal PK,Kothari IL	2001	Oct-Dec	http://doi.org//?	1
12557394	?	[Construction of DNA transfer system of Streptomyces tenebrarius].	Xia H,Wu S	2002	Apr	http://doi.org//?	1
12557343	?	[Isolation and characterization of a p-nitrophenol degradation Pseudomonas sp. strain P3 and construction of a genetically engineered bacterium].	Cui Z,Zhang R,He J,Li S	2002	Feb	http://doi.org//?	1
12555580	?	[Conjugational actinomycetes of plasmid RSF101 from Escherichia coli to the rare actinomyceces of Nocardia asteriodes and Streptoverticillum caespitosus].	Li W,Shen M,Jiao R,Zhao G	1999	Aug	http://doi.org//?	1
12552820	?	[Use transposon and parDE through in vivo cloning to promote the genetic stability of plasmid pCPP430].	Zhang L,Shen Q,Zhao L	2001	Dec	http://doi.org//?	1
12549182	?	[Subcloning and sequencing of DNA fragment related to salt tolerance in Sinorhizobium meliloti 042B].	Ge S,Fan Z,Chen X,Yang S	2001	Feb	http://doi.org//?	0
12533481	PMC142825	The VirB4 family of proposed traffic nucleoside triphosphatases: common motifs in plasmid RP4 TrbE are essential for conjugation and phage adsorption.	Rabel C,Grahn AM,Lurz R,Lanka E	2003	Feb	http://doi.org//?	1
12533456	PMC142814	Quorum sensing in Rhizobium sp. strain NGR234 regulates conjugal transfer (tra) gene expression and influences growth rate.	He X,Chang W,Pierce DL,Seib LO,Wagner J,Fuqua C	2003	Feb	http://doi.org//?	1
12527799	?	Opioids bind to the amino acids 84 to 118 of UDP-glucuronosyltransferase UGT2B7.	Coffman BL,Kearney WR,Goldsmith S,Knosp BM,Tephly TR	2003	Feb	http://doi.org//?	1
12524449	?	Protein interactions within the N-end rule ubiquitin ligation pathway.	Siepmann TJ,Bohnsack RN,Tokgoz Z,Baboshina OV,Haas AL	2003	01	http://doi.org//10.1074/jbc.M211240200	1
12524329	PMC1462386	Plasmids spread very fast in heterogeneous bacterial communities.	Dionisio F,Matic I,Radman M,Rodrigues OR,Taddei F	2002	Dec	http://doi.org//?	0
12523630	?	A clinical strain of Escherichia coli possessing CMY-2 plasmid-mediated amp C beta-lactamase: an emerging concern in pediatrics?	Hoyen CM,Hujer AM,Hujer KM,Marshall SH,Carias L,Toltzis P,Rice LB,Bonomo RA	2002	Winter	http://doi.org//10.1089/10766290260469598	0
12523623	?	Molecular characterization of amoxicillin-clavulanate resistance in a clinical isolate of Escherichia coli.	Bellaaj A,Bollet C,Alfeddy N,Limam F,Belhadj C,Regli A,Chollet R,Belhadj O,Ben-Mahrez K	2002	Winter	http://doi.org//10.1089/10766290260469525	0
12513980	PMC152450	Intergeneric conjugation in Streptomyces peucetius and Streptomyces sp. strain C5: chromosomal integration and expression of recombinant plasmids carrying the chiC gene.	Paranthaman S,Dharmalingam K	2003	Jan	http://doi.org//?	0
12511505	PMC145343	Functional and mutational analysis of conjugative transfer region 2 (Tra2) from the IncHI1 plasmid R27.	Lawley TD,Gilmour MW,Gunton JE,Tracz DM,Taylor DE	2003	Jan	http://doi.org//?	0
12496155	PMC143412	Generation of Helicobacter pylori ghosts by PhiX protein E-mediated inactivation and their evaluation as vaccine candidates.	Panthel K,Jechlinger W,Matis A,Rohde M,Szostak M,Lubitz W,Haas R	2003	Jan	http://doi.org//?	1
12491898	?	Identification of genes encoding secreted proteins using mini-OphoA mutagenesis.	Burtnick MN,Brett PJ,Woods DE	2003	 	http://doi.org//?	0
12474404	?	RP4-based plasmids for conjugation between Escherichia coli and members of the Vibrionaceae.	Stabb EV,Ruby EG	2002	 	http://doi.org//?	0
12474255	?	Water-in-oil macroemulsions sustain long-term viability of microbial cells in organic solvents.	Stefan A,Palazzo G,Ceglie A,Panzavolta E,Hochkoeppler A	2003	Feb	http://doi.org//10.1002/bit.10476	0
12460770	?	Engineering S-protein fragments of bovine ribonuclease A for targeted drug delivery.	Backer MV,Gaynutdinov TI,Aloise R,Przekop K,Backer JM	2002	Dec	http://doi.org//?	1
12460534	?	Conjugative DNA synthesis: R1162 and the question of rolling-circle replication.	Parker C,Zhang XL,Henderson D,Becker E,Meyer R	2002	Nov	http://doi.org//?	0
12459590	?	N-linked glycosylation in Campylobacter jejuni and its functional transfer into E. coli.	Wacker M,Linton D,Hitchen PG,Nita-Lazar M,Haslam SM,North SJ,Panico M,Morris HR,Dell A,Wren BW,Aebi M	2002	Nov	http://doi.org//10.1126/science.298.5599.1790	0
12453226	?	Integron-encoded IntI integrases preferentially recognize the adjacent cognate attI site in recombination with a 59-be site.	Collis CM,Kim MJ,Stokes HW,Hall RM	2002	Dec	http://doi.org//?	0
12453211	?	Characterization of Exc, a novel protein required for the excision of Bacteroides conjugative transposon.	Sutanto Y,Shoemaker NB,Gardner JF,Salyers AA	2002	Dec	http://doi.org//?	1
12446634	PMC135464	Role for radA/sms in recombination intermediate processing in Escherichia coli.	Beam CE,Saveson CJ,Lovett ST	2002	Dec	http://doi.org//?	1
12443531	PMC1223192	Cloning, expression and biochemical characterization of one Epsilon-class (GST-3) and ten Delta-class (GST-1) glutathione S-transferases from Drosophila melanogaster, and identification of additional nine members of the Epsilon class.	Sawicki R,Singh SP,Mondal AK,Benes H,Zimniak P	2003	Mar	http://doi.org//10.1042/BJ20021287	1
12435059	?	Mucosal immunisation with Clostridium botulinum type C 16 S toxoid and its non-toxic component.	Mahmut N,Inoue K,Fujinaga Y,Arimitsu H,Sakaguchi Y,Hughes L,Hirst R,Murphy T,Tsuji T,Watanabe T,Ohyama T,Karasawa T,Nakamura S,Yokota K,Oguma K	2002	Oct	http://doi.org//10.1099/0022-1317-51-10-813	1
12427218	?	Transferable plasmid mediating resistance to multiple antimicrobial agents in Klebsiella pneumoniae isolates in Greece.	Galani I,Xirouchaki E,Kanellakopoulou K,Petrikkos G,Giamarellou H	2002	Sep	http://doi.org//?	1
12410833	?	Selection of plasmid molecules for conjugative transfer and replacement strand synthesis in the donor.	Parker C,Meyer RJ	2002	Nov	http://doi.org//?	1
12409373	PMC139695	Nosocomial infections caused by multidrug-resistant isolates of pseudomonas putida producing VIM-1 metallo-beta-lactamase.	Lombardi G,Luzzaro F,Docquier JD,Riccio ML,Perilli M,Coli A,Amicosante G,Rossolini GM,Toniolo A	2002	Nov	http://doi.org//?	0
12409370	PMC139670	Identification and broad dissemination of the CTX-M-14 beta-lactamase in different Escherichia coli strains in the northwest area of Spain.	Bou G,Cartelle M,Tomas M,Canle D,Molina F,Moure R,Eiros JM,Guerrero A	2002	Nov	http://doi.org//?	0
12408573	?	Evidence from heterologous expression of glutathione S-transferases A and A1 of the plaice (Pleuronectes platessa) that their endogenous role is in detoxification of lipid peroxidation products.	Martinez-Lara E,Leaver M,George S	2002	Sep-Dec	http://doi.org//?	1
12406220	?	Conjugative transfer of clostridial shuttle vectors from Escherichia coli to Clostridium difficile through circumvention of the restriction barrier.	Purdy D,O'Keeffe TA,Elmore M,Herbert M,McLeod A,Bokori-Brown M,Ostrowski A,Minton NP	2002	Oct	http://doi.org//?	0
12406213	?	High-frequency conjugative transfer of antibiotic resistance genes to Yersinia pestis in the flea midgut.	Hinnebusch BJ,Rosso ML,Schwan TG,Carniel E	2002	Oct	http://doi.org//?	0
12396107	?	Effect of ecological factors on conjugal transfer of chromium-resistant plasmid in Escherichia coli isolated from tannery effluent.	Verma T,Ramteke PW,Garg SK	2002	Jul-Dec	http://doi.org//?	1
12387497	?	Cloning of pac gene and its flanking regions using mini-Mu bacteriophage.	Vizvariova M,Vavrova S,Turna J	2002	 	http://doi.org//?	0
12384376	PMC128703	Clinical strain of Pseudomonas aeruginosa carrying a bla(TEM-21) gene located on a chromosomal interrupted TnA type transposon.	Dubois V,Arpin C,Noury P,Quentin C	2002	Nov	http://doi.org//?	0
12384365	PMC128705	Chromosome-encoded beta-lactamases TUS-1 and MUS-1 from Myroides odoratus and Myroides odoratimimus (formerly Flavobacterium odoratum), new members of the lineage of molecular subclass B1 metalloenzymes.	Mammeri H,Bellais S,Nordmann P	2002	Nov	http://doi.org//?	0
12381368	?	Screening for recombinant glutathione transferases active with monochlorobimane.	Eklund BI,Edalat M,Stenberg G,Mannervik B	2002	Oct	http://doi.org//?	1
12374831	PMC135396	Environmental response and autoregulation of Clostridium difficile TxeR, a sigma factor for toxin gene expression.	Mani N,Lyras D,Barroso L,Howarth P,Wilkins T,Rood JI,Sonenshein AL,Dupuy B	2002	Nov	http://doi.org//?	1
12363003	?	Translocation of integron-associated resistance in a natural system: acquisition of resistance determinants by Inc P and Inc W plasmids from Salmonella enterica Typhimurium DT104.	Sandvang D,Diggle M,Platt DJ	2002	Fall	http://doi.org//10.1089/107662902760326850	1
12298090	?	Tagless extraction-retentate chromatography: a new global protein digestion strategy for monitoring differential protein expression.	Weinberger SR,Viner RI,Ho P	2002	Sep	http://doi.org//10.1002/1522-2683(200209)23:18<3182::AID-ELPS3182>3.0.CO;2-5	1
12270837	PMC139618	The positive regulator, TraJ, of the Escherichia coli F plasmid is unstable in a cpxA* background.	Gubbins MJ,Lau I,Will WR,Manchak JM,Raivio TL,Frost LS	2002	Oct	http://doi.org//?	0
12270817	PMC139612	Induction of a DNA nickase in the presence of its target site stimulates adaptive mutation in Escherichia coli.	Rodriguez C,Tompkin J,Hazel J,Foster PL	2002	Oct	http://doi.org//?	0
12244053	?	Purification and properties of TrwB, a hexameric, ATP-binding integral membrane protein essential for R388 plasmid conjugation.	Hormaeche I,Alkorta I,Moro F,Valpuesta JM,Goni FM,De La Cruz F	2002	09	http://doi.org//10.1074/jbc.M207250200	1
12220405	?	Plasmid promiscuity: meeting the challenge of DNA immigration control.	Wilkins BM	2002	Sep	http://doi.org//?	0
12206773	?	TraY DNA recognition of its two F factor binding sites.	Lum PL,Rodgers ME,Schildbach JF	2002	Aug	http://doi.org//?	1
12206757	?	Prevotella intermedia native plasmid can be mobilized by an Escherichia coli conjugal IncP plasmid.	Leung KP,Lewis AS,Concannon SP,Yoshimoto H,Fukushima H	2002	Jul	http://doi.org//?	0
12205064	?	Ceftazidime-hydrolysing CTX-M-15 extended-spectrum beta-lactamase (ESBL) in Poland.	Baraniak A,Fiett J,Hryniewicz W,Nordmann P,Gniadkowski M	2002	Sep	http://doi.org//?	0
12193633	PMC135318	R391: a conjugative integrating mosaic comprised of phage, plasmid, and transposon elements.	Boltner D,MacMahon C,Pembroke JT,Strike P,Osborn AM	2002	Sep	http://doi.org//?	0
12183230	PMC127440	Genetic and biochemical characterization of CGB-1, an Ambler class B carbapenem-hydrolyzing beta-lactamase from Chryseobacterium gleum.	Bellais S,Naas T,Nordmann P	2002	Sep	http://doi.org//?	0
12169608	PMC135279	Development of an in vitro integration assay for the Bacteroides conjugative transposon CTnDOT.	Cheng Q,Wesslund N,Shoemaker NB,Salyers AA,Gardner JF	2002	Sep	http://doi.org//?	0
12149335	PMC120621	Molecular characterization of multidrug-resistant Salmonella enterica subsp. enterica serovar Typhimurium isolates from swine.	Gebreyes WA,Altier C	2002	Aug	http://doi.org//?	1
12146884	PMC226996	Occurrence and characterization of resistance to extended-spectrum cephalosporins mediated by beta-lactamase CMY-2 in Salmonella isolated from food-producing animals in Canada.	Allen KJ,Poppe C	2002	Jul	http://doi.org//?	0
12123451	?	Transfer origins in the conjugative Enterococcus faecalis plasmids pAD1 and pAM373: identification of the pAD1 nic site, a specific relaxase and a possible TraG-like protein.	Francia MV,Clewell DB	2002	Jul	http://doi.org//?	1
12118522	?	Detection and characterization of class 1 integrons in enterohemorrhagic Escherichia coli.	Morabito S,Tozzoli R,Caprioli A,Karch H,Carattoli A	2002	Summer	http://doi.org//10.1089/107662902760190626	1
12117918	PMC128180	Novel 33-kilodalton lipoprotein from Mycobacterium leprae.	Maeda Y,Makino M,Crick DC,Mahapatra S,Srisungnam S,Takii T,Kashiwabara Y,Brennan PJ	2002	Aug	http://doi.org//?	1
12111569	?	Characterization of cefotaxime-resistant Escherichia coli isolates from a nosocomial outbreak at three geriatric hospitals.	Ma L,Matsuo H,Ishii Y,Yamaguchi K	2002	Jun	http://doi.org//10.1007/s101560200027	1
12107131	PMC135221	The RuvABC resolvase is indispensable for recombinational repair in sbcB15 mutants of Escherichia coli.	Zahradka D,Zahradka K,Petranovic M,Dermic D,Brcic-Kostic K	2002	Aug	http://doi.org//?	1
12090627	?	Probing the diversity of the Arabidopsis glutathione S-transferase gene family.	Wagner U,Edwards R,Dixon DP,Mauch F	2002	Jul	http://doi.org//?	1
12089972	?	Resistance mechanism for a number of non-typhoidic Salmonella strains isolated in Iasi, Romania.	Filip R,Poiata A,Coman G,Dahorea C,Tuchilus C	2000	Apr-Jun	http://doi.org//?	1
12087519	?	Broad resistance due to plasmid-mediated AmpC beta-lactamases in clinical isolates of Escherichia coli.	Odeh R,Kelkar S,Hujer AM,Bonomo RA,Schreckenberger PC,Quinn JP	2002	06	http://doi.org//10.1086/340742	0
12084015	PMC1222860	Structural and functional characterization of the USP11 deubiquitinating enzyme, which interacts with the RanGTP-associated protein RanBPM.	Ideguchi H,Ueda A,Tanaka M,Yang J,Tsuji T,Ohno S,Hagiwara E,Aoki A,Ishigatsubo Y	2002	Oct	http://doi.org//10.1042/BJ20011851	1
12081954	PMC135186	Characterization of genes involved in modulation of conjugal transfer of the Bacteroides conjugative transposon CTnDOT.	Whittle G,Shoemaker NB,Salyers AA	2002	Jul	http://doi.org//?	0
12076802	?	Construction and intergeneric conjugative transfer of a pSG5-based cosmid vector from Escherichia coli to the polyisoprene rubber degrading strain Micromonospora aurantiaca W2b.	Rose K,Steinbuchel A	2002	Jun	http://doi.org//?	1
12069969	PMC127289	New carbenicillin-hydrolyzing beta-lactamase (CARB-7) from Vibrio cholerae non-O1, non-O139 strains encoded by the VCR region of the V. cholerae genome.	Melano R,Petroni A,Garutti A,Saka HA,Mange L,Pasteran F,Rapoport M,Rossi A,Galas M	2002	Jul	http://doi.org//?	1
12066890	?	Structure and role of coupling proteins in conjugal DNA transfer.	Gomis-Ruth FX,de la Cruz F,Coll M	2002	May	http://doi.org//?	1
12065899	?	Natural plasmid transformation in Escherichia coli.	Tsen SD,Fang SS,Chen MJ,Chien JY,Lee CC,Tsen DH	2002	May-Jun	http://doi.org//10.1159/000059425	1
12061643	?	Location of increased serum survival gene and selected virulence traits on a conjugative R plasmid in an avian Escherichia coli isolate.	Johnson TJ,Giddings CW,Horne SM,Gibbs PS,Wooley RE,Skyberg J,Olah P,Kercher R,Sherwood JS,Foley SL,Nolan LK	2002	Apr-Jun	http://doi.org//10.1637/0005-2086(2002)046[0342:LOISSG]2.0.CO;2	1
12052716	?	Polyethylene glycol-superoxide dismutase, a conjugate in search of exploitation.	Veronese FM,Caliceti P,Schiavon O,Sergi M	2002	Jun	http://doi.org//?	1
12051844	?	Functional studies of potential intrastrand triplex elements in the Escherichia coli genome.	Hoyne PR,Maher LJ 3rd	2002	Apr	http://doi.org//10.1016/S0022-2836(02)00041-4	0
12037043	PMC130829	Global molecular epidemiology of the O15:K52:H1 extraintestinal pathogenic Escherichia coli clonal group: evidence of distribution beyond Europe.	Johnson JR,Stell AL,O'Bryan TT,Kuskowski M,Nowicki B,Johnson C,Maslow JN,Kaul A,Kavle J,Prats G	2002	Jun	http://doi.org//?	1
12036099	?	A novel plasmid curing method using incompatibility of plant pathogenic Ti plasmids in Agrobacterium tumefaciens.	Uraji M,Suzuki K,Yoshida K	2002	Feb	http://doi.org//?	1
12011003	PMC128018	Characterization of a novel type IV pilus locus encoded on the large plasmid of locus of enterocyte effacement-negative Shiga-toxigenic Escherichia coli strains that are virulent for humans.	Srimanote P,Paton AW,Paton JC	2002	Jun	http://doi.org//?	1
12010490	?	Bacterial conjugative transfer: visualization of successful mating pairs and plasmid establishment in live Escherichia coli.	Lawley TD,Gordon GS,Wright A,Taylor DE	2002	May	http://doi.org//?	0
12003956	PMC135046	Roles of internal cysteines in the function, localization, and reactivity of the TraV outer membrane lipoprotein encoded by the F plasmid.	Harris RL,Silverman PM	2002	Jun	http://doi.org//?	0
11994160	?	Identification and characterization of genes encoding sex pheromone cAM373 activity in Enterococcus faecalis and Staphylococcus aureus.	Flannagan SE,Clewell DB	2002	May	http://doi.org//?	0
11976307	PMC135038	TraG-like proteins of DNA transfer systems and of the Helicobacter pylori type IV secretion system: inner membrane gate for exported substrates?	Schroder G,Krause S,Zechner EL,Traxler B,Yeo HJ,Lurz R,Waksman G,Lanka E	2002	May	http://doi.org//?	1
11959583	PMC127142	Plasmidic extended-spectrum beta-lactamases in Vibrio cholerae O1 El Tor isolates in Argentina.	Petroni A,Corso A,Melano R,Cacace ML,Bru AM,Rossi A,Galas M	2002	May	http://doi.org//?	1
11959132	?	A chimera of a gelatinase inhibitor peptide with streptavidin as a bifunctional tumor targeting reagent.	Farlow SJ,Wang RJ,Pandori MW,Sano T	2002	Apr	http://doi.org//?	1
11955814	?	Effects of polyethylene glycol attachment on physicochemical and biological stability of E. coli L-asparaginase.	Soares AL,Guimaraes GM,Polakiewicz B,de Moraes Pitombo RN,Abrahao-Neto J	2002	Apr	http://doi.org//?	1
11952913	?	Bacterial resistance evolution by recruitment of super-integron gene cassettes.	Rowe-Magnus DA,Guerout AM,Mazel D	2002	Mar	http://doi.org//?	1
11934490	?	Biological effects of DNA damage in the hyperthermophilic archaeon Sulfolobus acidocaldarius.	Reilly MS,Grogan DW	2002	Feb	http://doi.org//?	1
11932454	?	Biosynthesis of the dideoxysugar component of jadomycin B: genes in the jad cluster of Streptomyces venezuelae ISP5230 for L-digitoxose assembly and transfer to the angucycline aglycone.	Wang L,White RL,Vining LC	2002	Apr	http://doi.org//10.1099/00221287-148-4-1091	1
11923338	PMC140382	Epidemiology of extended-spectrum beta-lactamase-producing Enterobacter isolates in a Spanish hospital during a 12-year period.	Canton R,Oliver A,Coque TM,Varela Mdel C,Perez-Diaz JC,Baquero F	2002	Apr	http://doi.org//?	1
11921594	?	Antimicrobial susceptibility and plasmids from Escherichia coli isolated from rats.	Gakuya FM,Kyule MN,Gathura PB,Kariuki S	2001	Oct	http://doi.org//?	1
11919722	?	Identification of a chromosomal tra-like region in Agrobacterium tumefaciens.	Leloup L,Lai EM,Kado CI	2002	02	http://doi.org//10.1007/s00438-002-0646-9	1
11914339	PMC134961	Xis protein binding to the left arm stimulates excision of conjugative transposon Tn916.	Connolly KM,Iwahara M,Clubb RT	2002	Apr	http://doi.org//?	0
11910490	?	F-like plasmid sequences in enteric bacteria of diverse origin, with implication of horizontal transfer and plasmid host range.	Mulec J,Starcic M,Zgur-Bertok D	2002	Apr	http://doi.org//10.1007/s00284-001-0039-7	0
11897596	PMC127095	First description of Klebsiella pneumoniae harboring CTX-M beta-lactamases (CTX-M-14 and CTX-M-3) in Taiwan.	Yu WL,Winokur PL,Von Stein DL,Pfaller MA,Wang JH,Jones RN	2002	Apr	http://doi.org//?	0
11897587	PMC127092	Genetic determinants of tetracycline resistance in Vibrio harveyi.	Teo JW,Tan TM,Poh CL	2002	Apr	http://doi.org//?	0
11897576	PMC127090	Molecular and biochemical characterization of Ambler class A extended-spectrum beta-lactamase CGA-1 from Chryseobacterium gleum.	Bellais S,Naas T,Nordmann P	2002	Apr	http://doi.org//?	0
11895164	?	Interrelationships between dairy product intake, microflora metabolism, faecal properties and plasmid dissemination in gnotobiotic mice.	Maisonneuve S,Ouriet MF,Duval-Iflah Y	2002	Feb	http://doi.org//10.1079/BJN2001490	0
11890558	?	Bacterial persistence within erythrocytes: a unique pathogenic strategy of Bartonella spp.	Seubert A,Schulein R,Dehio C	2002	Feb	http://doi.org//?	1
11890540	?	Role of the Hha/YmoA family of proteins in the thermoregulation of the expression of virulence factors.	Madrid C,Nieto JM,Juarez A	2002	Feb	http://doi.org//?	0
11884241	?	Direct comparison of the nature of mouse and human GST T1-1 and the implications on dichloromethane carcinogenicity.	Sherratt PJ,Williams S,Foster J,Kernohan N,Green T,Hayes JD	2002	Mar	http://doi.org//10.1006/taap.2002.9348	1
